BuilderSubdivisionID,Subdivision,Builder,Status,ProductStyle,City,County,State,Latitude,Longitude,SubmarketID,SubmarketName,UnitsPlanned,UnitsRemaining,AnnualStarts,AnnualClosings
1104ADA4-CB7D-4F17-8DEA-61CD3DB8FF78,Watersound/Greenway,Arkon Group | Cole Construction & Development | Dune Construction and Development | Huff Homes | Key Lime Construction | Romair Homes,Active,Single-Family Detached,Inlet Beach,Walton,FL,30.294952,-86.013593,SM-22,Walton and Bay Beaches,62,4,1.0,6.0
BFCA1470-95E0-4398-AC3D-351927590E7A,McCarthy Estates,CJL Homes,Active,Single-Family Detached,Defuniak Springs,Walton,FL,30.744763,-86.132638,SM-19,Defuniak Springs,29,29,0.0,0.0
1304B2D7-00C4-4D51-AAD9-5B2F8F766238,French Settlement,D.R. Horton Inc,Active,Single-Family Detached,Daphne,Baldwin,AL,30.622568,-87.873158,SM-06,West Baldwin,236,1,0.0,1.0
54FC3228-0C0A-4C21-918A-6E3E7935812B,Hammock Bay/Symphony ,Adams Homes | Coastal Builders of NW FL Inc | D.R. Horton Inc | DSLD Homes | Holiday Builders  | Remyford Construction | Simmons Home Builders of NW Florida | Traton Homes,Active,Single-Family Detached,Freeport,Walton,FL,30.489847,-86.161757,SM-20,Freeport,201,17,1.0,2.0
0EC567E7-532A-4DA0-B5AF-A39263C36ADC,Sandy Creek (Mobile),Cretin Townsend Homes | D.R. Horton Inc,Active,Single-Family Detached,Mobile,Mobile,AL,30.607987,-88.349575,SM-02,Central Mobile,57,56,3.0,1.0
E6AA8A03-5660-43DB-81DB-6883D27D48A0,Chateau Nemours/SF,D.R. Horton Inc,Active,Single-Family Detached,Port Saint Joe,Gulf,FL,29.77634,-85.27461,SM-31,Gulf County,68,68,11.0,0.0
72615CC7-4D49-4C4C-8779-4FC2F3DB80F7,Clear Lake Estates,Century Communities,Active,Single-Family Detached,Youngstown,Bay,FL,30.311851,-85.512902,SM-28,Panama City,111,76,27.0,21.0
6FE94937-A984-49BB-9EE9-27F41249CBD9,Bridge Harbor Estuary,D.R. Horton Inc,Active,Single-Family Detached,Panama City,Bay,FL,30.125952,-85.571686,SM-28,Panama City,62,2,0.0,0.0
C3D5DCCB-25A6-4DBB-BB05-EAF83E1D1935,Twin Palms at Inlet Beach,Brock Built,Active,Single-Family Detached,Inlet Beach,Walton,FL,30.279021,-86.006491,SM-22,Walton and Bay Beaches,25,3,0.0,0.0
694D9418-C74F-438B-BDF9-09E5E45468D9,Hidden Lakes,D.R. Horton Inc,Active,Single-Family Detached,Crestview,Okaloosa,FL,30.843605,-86.524509,SM-16,Laurel Hill,85,59,10.0,24.0
B7A2208E-95EB-474A-A0BE-3EFCFF37732F,Traditions/SF,Valor Communities,Active,Single-Family Detached,Gulf Shores,Baldwin,AL,30.315226,-87.686405,SM-04,South Baldwin,117,103,21.0,14.0
AA4E086D-FE45-4AB5-B08C-FB058D94A875,Wildwood Estates/Brookhaven,Adams Homes | D.R. Horton Inc | Holiday Builders ,Built Out,Single-Family Detached,Cantonment,Escambia,FL,30.550485,-87.352023,SM-11,Cantonment,160,0,0.0,1.0
C9AFF957-9880-47BE-9DA1-0CC26072C10E,Pine Creek,D.R. Horton Inc,Built Out,Single-Family Detached,Port Saint Joe,Gulf,FL,29.772702,-85.285529,SM-31,Gulf County,5,0,1.0,4.0
BB47318C-1595-4413-8585-A173930B7777,Sandy Oaks,Meritage Homes,Active,Single-Family Detached,Elberta,Baldwin,AL,30.410828,-87.616813,SM-04,South Baldwin,244,201,26.0,34.0
6EDBA7B9-0787-45AC-9178-AEB456A1310B,Avalon Beach,Flynn Building Specialists | R&K Construction,Active,Single-Family Detached,Milton,Santa Rosa,FL,30.544206,-87.110053,SM-08,Pace,48,12,0.0,2.0
DD3B0B00-46C4-463C-AE08-A2D31CEA8923,Summer Oaks,Adams Homes,Active,Single-Family Detached,Daphne,Baldwin,AL,30.627279,-87.904634,SM-06,West Baldwin,13,10,12.0,3.0
5F1EA6A9-F98D-480B-90E0-E3716B304F84,Longleaf,,Active,Single-Family Detached,Bay Minette,Baldwin,AL,30.782156,-87.877629,SM-12,Central Baldwin,1100,1100,0.0,0.0
6921D6AC-F279-4876-A9A1-4D13BD142FF8,Inlet Cove,Coastal Custom Homebuilding,Active,Single-Family Detached,Inlet Beach,Walton,FL,30.278076,-86.002295,SM-22,Walton and Bay Beaches,12,12,0.0,0.0
158B8E70-8537-4427-A6E3-AA3C25CE5ACF,Jubilee Farms (Baldwin),D.R. Horton Inc,Active,Single-Family Detached,Daphne,Baldwin,AL,30.582495,-87.850574,SM-06,West Baldwin,904,42,26.0,30.0
94BFEB43-F899-4CDB-90AD-EBC1187B2801,Johnson Westlake,D.R. Horton Inc,Active,Single-Family Detached,Mobile,Mobile,AL,30.624959,-88.288459,SM-02,Central Mobile,225,225,0.0,0.0
AE80F69D-8947-428D-B626-03347B535BBE,Shell Landing,Century Communities,Built Out,Single-Family Detached,Jay,Santa Rosa,FL,30.772325,-87.127426,SM-14,Santa Rosa County,21,0,0.0,1.0
B6A1D5D9-2D4D-4064-8874-731FE50D54A5,Magnolia Bay Estates (Bay),RJ Investors LLC,Active,Single-Family Detached,Panama City,Bay,FL,30.158813,-85.731665,SM-22,Walton and Bay Beaches,20,20,16.0,0.0
1DC1E73C-73A5-4CE8-85B5-83CD6FD18283,Hope Vineyard,D.R. Horton Inc | Maronda Homes,Active,Single-Family Detached,Daphne,Baldwin,AL,30.572679,-87.867273,SM-06,West Baldwin,236,120,49.0,58.0
C039BB88-828F-40CD-8688-4D8474432EED,Dogwood Estates,D.R. Horton Inc,Active,Single-Family Detached,Summerdale,Baldwin,AL,30.501975,-87.663963,SM-12,Central Baldwin,152,105,21.0,25.0
273CBD74-1A1D-4405-BD77-4C9F40B8499C,Windswept Estates,D.R. Horton Inc | Holiday Builders ,Active,Single-Family Detached,Freeport,Walton,FL,30.495736,-86.040133,SM-23,Walton County,194,32,1.0,27.0
87151917-3753-4643-B76D-A6664CECD732,Owls Head/Nest,D.R. Horton Inc | Valor Communities,Active,Single-Family Detached,Defuniak Springs,Walton,FL,30.554473,-86.101935,SM-20,Freeport,89,89,2.0,0.0
6372FDD3-0762-44B0-9DA2-29E518BC607D,Longmire Estates,D.R. Horton Inc,Active,Single-Family Detached,Theodore,Mobile,AL,30.595927,-88.258023,SM-02,Central Mobile,12,12,3.0,0.0
5DE02B73-D19F-4F9B-91D1-FCCEBDCDF295,Alys Beach/BK FF,,Active,Single-Family Detached,Inlet Beach,Walton,FL,30.287611,-86.03283,SM-22,Walton and Bay Beaches,12,12,0.0,0.0
EFDE692C-D299-4B98-9F4A-9BCC919114C7,Old Battles Village ,D.R. Horton Inc,Active,Single-Family Detached,Fairhope,Baldwin,AL,30.496535,-87.891463,SM-06,West Baldwin,262,6,13.0,20.0
C10354FB-9964-4907-8161-B81351F3A216,Lake Merial/SF,Adams Homes | D.R. Horton Inc | Holiday Builders ,Active,Single-Family Detached,Panama City,Bay,FL,30.381715,-85.681315,SM-28,Panama City,254,101,18.0,8.0
D5D44488-8B04-4961-BBE0-402882D225FF,Bright Meadows,Flynn Building Specialists,Active,Single-Family Detached,Milton,Santa Rosa,FL,30.673183,-87.10361,SM-08,Pace,40,1,9.0,16.0
725F86FE-665C-4B8B-937A-D04479840100,Savannah Estates,DSLD Homes,Active,Single-Family Detached,Daphne,Baldwin,AL,30.610507,-87.834995,SM-06,West Baldwin,229,191,57.0,38.0
3388BF85-5B05-4CE6-8FAC-B3F991942C3D,Emmaline Gardens ,Adams Homes,Active,Single-Family Detached,Milton,Santa Rosa,FL,30.660661,-87.105699,SM-08,Pace,97,3,18.0,49.0
427242CE-F9AB-4282-BE26-31764EA2AF5C,Safari Farms,,Active,Single-Family Detached,Summerdale,Baldwin,AL,30.492488,-87.703862,SM-12,Central Baldwin,60,60,0.0,0.0
499F34D6-EBF6-456E-A41E-E0AA3C3CEF27,Owls Head Farms/SF,D.R. Horton Inc,Active,Single-Family Detached,Freeport,Walton,FL,30.540815,-86.111462,SM-20,Freeport,666,532,71.0,72.0
4C36CFD0-544B-4CD4-A317-B440E623B321,Sunset Villas ,Prominence Homes & Communities,Built Out,Single-Family Detached,Orange Beach,Baldwin,AL,30.29313,-87.590086,SM-04,South Baldwin,41,0,0.0,0.0
05057E0A-0EA8-4795-8500-B6D8848C604B,Wellborn Lake Estates,D.R. Horton Inc,Active,Single-Family Detached,Foley,Baldwin,AL,30.352945,-87.731598,SM-04,South Baldwin,57,5,0.0,0.0
F768CCC4-B88B-4E94-9D24-877D0137F3BA,Cottages of Aventura,Lennar Homes,Active,Single-Family Detached,Loxley,Baldwin,AL,30.583454,-87.735665,SM-12,Central Baldwin,141,1,7.0,32.0
CBFEECED-AFD3-4BB4-98C7-3F225F61C5F1,Southern Belle,Jacob Locke Construction Inc,Active,Single-Family Detached,Crestview,Okaloosa,FL,30.808556,-86.476663,SM-17,Crestview,28,15,4.0,7.0
E8C058C7-521E-4D6D-B0B2-5A09AAD1D229,Sunny Hills/Unit 23,,Active,Single-Family Detached,Chipley,Washington,FL,30.580678,-85.546411,SM-25,Washington County,98,98,0.0,0.0
27513DF9-9B1B-4053-B239-DBA54D12C6E6,Graystone Estates,D.R. Horton Inc | Holiday Builders ,Built Out,Single-Family Detached,Cantonment,Escambia,FL,30.599599,-87.342288,SM-11,Cantonment,143,0,0.0,1.0
F036B211-605A-453C-A9F9-CF5B80FD0579,Serenity at Dune Allen/Reserves,"Trotter's General Contractors, Inc. ",Active,Single-Family Detached,Santa Rosa Beach,Walton,FL,30.358769,-86.253904,SM-22,Walton and Bay Beaches,15,15,1.0,0.0
22BF5D8F-D4CA-46E2-B4DD-7AC600445170,Spanish Cove,D.R. Horton Inc,Built Out,Single-Family Detached,Lillian,Baldwin,AL,30.401449,-87.454699,SM-04,South Baldwin,123,0,0.0,0.0
8F0DC458-C3DB-40DB-9A80-ABB5F8A164AE,Pine Blossom ,,Active,Single-Family Detached,Milton,Santa Rosa,FL,30.678929,-87.079094,SM-10,Milton,11,11,0.0,0.0
94DB171E-E54D-40D3-AC79-E34CE6AA9094,Sanctuary Beach (Bay),D.R. Horton Inc | Nadeau Construction,Active,Single-Family Detached,Panama City,Bay,FL,30.142211,-85.716495,SM-22,Walton and Bay Beaches,71,31,0.0,2.0
67D47B26-D8D2-48DC-839B-B31C7F00AEB3,BelMar,Cobalt Builders,Active,Single-Family Detached,Panama City,Bay,FL,30.174993,-85.790438,SM-22,Walton and Bay Beaches,22,18,0.0,1.0
9BE0E98B-DADD-4F73-9530-4E63BB3C5948,Arbor Walk/Southwood,Lennar Homes,Active,Single-Family Detached,Foley,Baldwin,AL,30.357679,-87.706724,SM-04,South Baldwin,236,215,39.0,21.0
DBD6930E-F947-4002-B2EF-B737CA2CC05B,Bream Pond,Southern Coastal Homes,Active,Single-Family Detached,Panama City,Bay,FL,30.420721,-85.672708,SM-28,Panama City,34,19,1.0,1.0
DDDA788B-3A54-4CCF-BA77-3D09FF1155DC,Hadley Village,D.R. Horton Inc,Active,Single-Family Detached,Foley,Baldwin,AL,30.441911,-87.680878,SM-12,Central Baldwin,83,36,32.0,31.0
FC30B32F-FBA1-44FC-AC3C-7C0568BCDBC2,Dees Plantation,D.R. Horton Inc,Active,Single-Family Detached,Grand Bay,Mobile,AL,30.568476,-88.339434,SM-02,Central Mobile,55,1,0.0,11.0
E4101528-BB01-42B0-BB7A-845BB74F0277,Watersound/Powell Landing West,Arkon Group | Discovered Coast Homes LLC | Huff Homes | Key Lime Construction | Romair Homes,Active,Single-Family Detached,Panama City Beach,Walton,FL,30.289434,-86.001493,SM-22,Walton and Bay Beaches,88,62,18.0,11.0
A095CA2B-3426-48E1-B13B-9F1028B90100,Young Oaks,DSLD Homes,Active,Single-Family Detached,Crestview,Okaloosa,FL,30.801043,-86.567232,SM-17,Crestview,34,9,10.0,18.0
783DB23F-3362-4221-91F4-F90A0E8C220E,Hill Top,Achee Builders Inc | Frostholm Construction | Omega Design Group | Tom Beirster Fine Homebuilding,Active,Single-Family Detached,Fairhope,Baldwin,AL,30.49923,-87.904912,SM-06,West Baldwin,38,17,2.0,0.0
A34FF58C-C44B-4061-8DFE-61E3BDEEEB09,Bienville Landing ,D.R. Horton Inc,Active,Single-Family Detached,Foley,Baldwin,AL,30.333853,-87.736559,SM-04,South Baldwin,138,117,30.0,21.0
DFBEE1B4-542F-414E-AD54-27256C3992F0,Addies Place ,Randy Wise Homes,Active,Single-Family Detached,Niceville,Okaloosa,FL,30.48278,-86.43319,SM-18,Fort Walton,40,10,7.0,7.0
13F6BC6D-3666-46A3-B294-245FAFC4ADD5,Westpointe Place,Adams Homes,Active,Single-Family Detached,Pensacola,Escambia,FL,30.405132,-87.317603,SM-07,Pensacola,46,10,18.0,21.0
5D25E177-0580-4A1B-B264-B3A3C0DECDAA,Madelyn Woods,FD Builds | Randall Builders Group LLC,Active,Single-Family Detached,Pensacola,Escambia,FL,30.388668,-87.361652,SM-07,Pensacola,22,5,8.0,10.0
2E96DBDB-ACCB-43D7-B6E0-E680C1D50ABB,Fairhope Falls,Century Communities | D.R. Horton Inc,Active,Single-Family Detached,Fairhope,Baldwin,AL,30.540452,-87.801437,SM-06,West Baldwin,527,117,35.0,49.0
B53C6FD3-2CC8-4C3F-983A-ED525062DC7E,Royal Estates,D.R. Horton Inc,Built Out,Single-Family Detached,Crestview,Okaloosa,FL,30.744657,-86.532353,SM-17,Crestview,66,0,0.0,5.0
D16591A1-1AAB-4F8B-9586-3A5BFE3FFE05,Carrington,Lennar Homes | Thomas Home Corporation,Active,Single-Family Detached,Cantonment,Escambia,FL,30.651307,-87.339966,SM-11,Cantonment,337,227,3.0,4.0
EF7D0CCF-9171-469E-AB99-37363AF52B2D,Breakfast Point,Samuel Taylor Homes | Southern Coastal Homes,Built Out,Single-Family Detached,Panama City Beach,Bay,FL,30.198493,-85.804753,SM-22,Walton and Bay Beaches,314,0,0.0,0.0
FC960DEF-CBC3-4814-BB07-5272C58B4043,Woodlands/SF,D.R. Horton Inc | Henry Company Homes,Built Out,Single-Family Detached,Milton,Santa Rosa,FL,30.578345,-87.120188,SM-08,Pace,402,0,0.0,0.0
19CF2DE5-F302-46CA-AB81-23A524B58533,"Crossings, The",D.R. Horton Inc,Active,Single-Family Detached,Theodore,Mobile,AL,30.566466,-88.229107,SM-02,Central Mobile,13,4,9.0,9.0
DCCFE824-95AD-4377-9B7D-B78B67144AE3,Heathers Place ,Henry Company Homes,Active,Single-Family Detached,Gulf Breeze,Santa Rosa,FL,30.419419,-86.957926,SM-09,Pensacola Beaches,520,446,9.0,23.0
EE8E84F4-D45F-4D61-8A05-5B3EA8870069,Carillon Beach ,STT Properties LLC,Active,Single-Family Detached,Panama City Beach,Bay,FL,30.26573,-85.983168,SM-22,Walton and Bay Beaches,13,9,3.0,2.0
186D3C84-995D-4497-80E7-35AB80943EF7,Hadleys Beach,Grayt-A Construction,Active,Single-Family Detached,Panama City,Bay,FL,30.148187,-85.763257,SM-22,Walton and Bay Beaches,26,20,3.0,6.0
B9E1002E-3DE3-44C9-B089-9B4DAC9F8EA9,Harvey Heights,Holiday Builders ,Active,Single-Family Detached,Panama City,Bay,FL,30.151009,-85.596373,SM-28,Panama City,18,17,6.0,1.0
9EDC7469-00D3-43F0-A46C-0D504B34FD97,Alys Beach/BK YY,Alys Beach Construction  | Arkon Group,Active,Single-Family Detached,Inlet Beach,Walton,FL,30.285435,-86.032423,SM-22,Walton and Bay Beaches,11,11,6.0,0.0
8D3941C3-C26E-4877-B5F0-06A6B6CA4E39,Parkside,D.R. Horton Inc,Active,Single-Family Detached,Santa Rosa Beach,Walton,FL,30.367292,-86.269341,SM-22,Walton and Bay Beaches,124,119,2.0,5.0
67943DBA-DF68-4020-B3DE-3668E8C69779,Martin Preserve,D.R. Horton Inc,Active,Single-Family Detached,Pensacola,Escambia,FL,30.376416,-87.348835,SM-07,Pensacola,46,4,28.0,42.0
2119C900-9697-46C6-9391-C3969FC1BB78,Doyle Hawkins Landing,Herbst Homes ,Active,Single-Family Detached,Navarre,Santa Rosa,FL,30.459882,-86.903743,SM-21,Eglin AFB,8,1,8.0,7.0
DE0D6CA0-B0AB-49D8-9BDB-3E55649C982B,Turtle Creek,Adams Homes,Active,Single-Family Detached,Cantonment,Escambia,FL,30.641497,-87.342887,SM-11,Cantonment,134,83,15.0,22.0
0F48F4B5-E85E-402D-ACF8-B6A451ACD36A,Brizo,Brock Built,Active,Single-Family Detached,Santa Rosa Beach,Walton,FL,30.391066,-86.270776,SM-22,Walton and Bay Beaches,18,10,6.0,8.0
158CF71D-3D86-49BA-B845-961AE0E78EA2,Sawmill Court,Century Communities | Halifax Homes,Built Out,Single-Family Detached,Defuniak Springs,Walton,FL,30.701473,-86.027656,SM-23,Walton County,83,0,0.0,0.0
10B87EA4-FE0D-415C-B346-4140798C29EB,Summer Salt,D.R. Horton Inc,Built Out,Single-Family Detached,Orange Beach,Baldwin,AL,30.267938,-87.612826,SM-04,South Baldwin,115,0,0.0,15.0
B74A699A-B33C-4DB0-83F7-DE385CD04F82,Bayou Pines,D.R. Horton Inc,Built Out,Single-Family Detached,Santa Rosa Beach,Walton,FL,30.392551,-86.300581,SM-22,Walton and Bay Beaches,5,0,0.0,0.0
91488F3C-099D-400C-A747-51F6077AEE45,Alys Beach/BK AC,Alys Beach Construction  | Arkon Group | Craft Custom Homes LLC | Davis Dunn Construction | Galvas Construction Inc | Gulfview Development & Construction LLC | Hufham/Farris Construction LLC | JC Craig LLC,Active,Single-Family Detached,Inlet Beach,Walton,FL,30.284576,-86.032819,SM-22,Walton and Bay Beaches,35,11,4.0,15.0
B79344B8-0CC3-49CF-8CF4-7D3D22EA3C9A,Turquoise,,Active,Single-Family Detached,Santa Rosa Beach,Walton,FL,30.356549,-86.236833,SM-22,Walton and Bay Beaches,66,66,0.0,0.0
8FED3A46-45D5-4A69-9F4C-BCB1E9D14D2E,Wildwood Estates/Iron Rock,Celebrity Home Builders | D.R. Horton Inc | DSLD Homes | KW Custom Homes | Signature Homes LLC,Active,Single-Family Detached,Cantonment,Escambia,FL,30.567947,-87.36688,SM-11,Cantonment,364,67,38.0,36.0
951C3A37-051B-495D-B25D-A4E40CB4542F,Sunny Hills/Unit 17,,Active,Single-Family Detached,Chipley,Washington,FL,30.553497,-85.585909,SM-25,Washington County,42,42,0.0,0.0
6F2E6441-3F4F-4A91-9BBC-D265FDF6EAC6,King's Landing,Traton Homes,Active,Single-Family Detached,Panama City,Bay,FL,30.197336,-85.69996,SM-28,Panama City,39,39,0.0,0.0
9443035A-634B-41C9-8A5A-34F4A0AC4C41,Oak Grove Estates,Adams Homes,Active,Single-Family Detached,Daphne,Baldwin,AL,30.627588,-87.881967,SM-06,West Baldwin,44,44,8.0,0.0
0DB70667-4226-4DB3-9428-F4FBF1851110,Destini Lane,D.R. Horton Inc,Active,Single-Family Detached,Panama City,Bay,FL,30.389461,-85.710561,SM-28,Panama City,11,11,0.0,0.0
D042BC84-9409-454B-894F-6FE5653D373C,Liberty,D.R. Horton Inc,Active,Single-Family Detached,Panama City,Bay,FL,30.231769,-85.550207,SM-28,Panama City,1900,1222,195.0,161.0
95151D61-9E85-4B5C-A514-B26D410A8D98,LaGrange Landing,CJL Homes | D.R. Horton Inc | Hazelstone Homes LLC | J Tucker Develoopment,Active,Single-Family Detached,Freeport,Walton,FL,30.488429,-86.126656,SM-20,Freeport,102,12,3.0,2.0
7F7236D7-2B3E-407D-B775-31528E44768E,Silvercrest,Adams Homes,Built Out,Single-Family Detached,Crestview,Okaloosa,FL,30.80797,-86.561573,SM-17,Crestview,86,0,0.0,8.0
B658DE65-9A5F-4E92-9409-CE812DAF2888,Cedar Park,Suzanne Vickers Construction Inc | Timmons Construction Inc,Active,Single-Family Detached,Panama City,Bay,FL,30.214255,-85.591791,SM-28,Panama City,100,4,0.0,0.0
A25146D9-32C0-4584-A5B8-EF5CE2415943,Wind Meadows,Whitworth Builders,Active,Single-Family Detached,Crestview,Okaloosa,FL,30.796288,-86.571072,SM-17,Crestview,61,13,1.0,2.0
AC09E3AF-F936-451F-9FD2-1E007DDFD14F,Magnolia Springs,Adams Homes | Breland Homes | D.R. Horton Inc,Built Out,Single-Family Detached,Semmes,Mobile,AL,30.734822,-88.239094,SM-02,Central Mobile,688,0,0.0,1.0
D0559018-053F-4D78-9E67-FC6E5D1906C7,Hawkins Manor,D.R. Horton Inc,Active,Single-Family Detached,Mobile,Mobile,AL,30.673238,-88.203818,SM-02,Central Mobile,74,36,24.0,27.0
A9F086F4-31B9-4C25-9A66-F429D5E53273,Autumn Fields,Lennar Homes,Active,Single-Family Detached,Summerdale,Baldwin,AL,30.458163,-87.684911,SM-12,Central Baldwin,56,42,33.0,14.0
114C88E9-C91C-48BB-8338-A02AD7B84ADE,Ledgestone,Classic Homes of Pensacola | D.R. Horton Inc,Active,Single-Family Detached,Pensacola,Escambia,FL,30.543773,-87.38084,SM-11,Cantonment,36,13,6.0,18.0
8161F009-69D1-4ACD-9C5B-03CD7EF4FD76,Sunny Hills/Unit 7,Solara Homes,Active,Single-Family Detached,Chipley,Washington,FL,30.593258,-85.552506,SM-25,Washington County,1324,1321,0.0,0.0
0DE2E8C5-6314-4B6F-918E-BEBFD7369372,Kiersten Heights,Century Communities,Built Out,Single-Family Detached,Chipley,Washington,FL,30.668946,-85.575741,SM-25,Washington County,16,0,1.0,10.0
F1E50D22-120B-433B-B1EF-DACF2A50231C,Magnolia Creeks,Lennar Homes,Future,Single-Family Detached,Crestview,Okaloosa,FL,30.728588,-86.555573,SM-17,Crestview,134,52,0.0,0.0
FF8C208A-1844-4D6C-8D57-51B7BB09613E,Sunny Hills/Unit 3,,Active,Single-Family Detached,Chipley,Washington,FL,30.524747,-85.627805,SM-25,Washington County,372,372,0.0,0.0
752713A1-58E5-4D1E-82A1-1372982659F8,Highland Pointe,Adams Homes,Active,Single-Family Detached,Mobile,Mobile,AL,30.659486,-88.300502,SM-02,Central Mobile,106,105,11.0,1.0
73A6E2A5-1930-4F3B-930F-E687880954B6,Garrison Ridge,JBL Homes | Tower Homes,Active,Single-Family Detached,Daphne,Baldwin,AL,30.674147,-87.905788,SM-12,Central Baldwin,87,15,1.0,2.0
188701FB-B805-4C99-80CD-76F7042E40DF,"Retreat, The",Lennar Homes,Active,Single-Family Detached,Summerdale,Baldwin,AL,30.472184,-87.706976,SM-12,Central Baldwin,176,176,0.0,0.0
2DF28486-9C6D-439B-9A8B-0704F84642FA,Casa Magnolia,,Active,Single-Family Detached,Miramar Beach,Walton,FL,30.376073,-86.344916,SM-22,Walton and Bay Beaches,34,34,0.0,0.0
207369AF-E5CC-4F1D-BDDD-63DB69DC71B4,South Bend Village,D.R. Horton Inc,Active,Single-Family Detached,Fairhope,Baldwin,AL,30.43356,-87.852041,SM-06,West Baldwin,278,278,4.0,0.0
DFA25EB2-AD9D-41A2-B0A7-8D6E18E95B42,Bella Terra/Grove,Lennar Homes,Active,Single-Family Detached,Cantonment,Escambia,FL,30.629199,-87.336205,SM-11,Cantonment,62,9,44.0,53.0
9A60EDF5-65CB-4B1A-B250-BE402847C7CB,Sunny Hills/Unit 1,"Artisan Construction CO Inc | Bella Home Builders | Century Communities | Debco Construction Company | Deltona Corporation | D.R. Horton Inc | Freeport Builders LLC | Gooden Homes | Homes by Ingram | J & S Builders LLC | Maronda Homes | McQuagge Development & Construction Inc | Mitchell Building Company, LLC | Solara Homes | Stone Wall Construction",Active,Single-Family Detached,Chipley,Washington,FL,30.549747,-85.621152,SM-25,Washington County,2349,2013,64.0,50.0
BAFBAA74-ECF0-4E86-9AA2-42492CD2E0FA,Heron Walk,D.R. Horton Inc,Built Out,Single-Family Detached,Port Saint Joe,Gulf,FL,29.779364,-85.282792,SM-31,Gulf County,15,0,2.0,7.0
10702358-4F95-4909-A26D-3D56B474B42C,Cottonwood Estates,D.R. Horton Inc,Active,Single-Family Detached,Fairhope,Baldwin,AL,30.459937,-87.820813,SM-06,West Baldwin,81,61,17.0,20.0
52C2A9D9-CEC9-4EAA-9C01-A5E66026F062,Hampton Chase,Adams Homes,Built Out,Single-Family Detached,Milton,Santa Rosa,FL,30.640092,-87.07755,SM-10,Milton,103,0,0.0,0.0
5A8E55D7-E2E3-4F71-ADB6-3800FEDDD9C9,Kaheeley Ridge,D.R. Horton Inc,Built Out,Single-Family Detached,Pensacola,Escambia,FL,30.554888,-87.379447,SM-11,Cantonment,110,0,0.0,6.0
676616E1-B390-459D-8195-9E9F0D286AFE,Watersound/Stillwater,Arkon Group | Cogent Building Group LLC | Cole Construction & Development | Dune Construction and Development | Huff Homes | Paradise Coastal Builders LLC | Romair Homes | Southern Blue Construction Inc | Swift Construction LLC | Turner Heritage Homes,Active,Single-Family Detached,Inlet Beach,Walton,FL,30.299621,-86.002713,SM-22,Walton and Bay Beaches,361,2,0.0,0.0
6516C178-D4CA-4153-8684-F409BC92C20D,Wynnfield ,,Active,Single-Family Detached,Mobile,Mobile,AL,30.624487,-88.217772,SM-02,Central Mobile,20,19,1.0,1.0
56D724A7-40C5-4263-80A5-5F0D4BD1614D,Oakmont Place,D.R. Horton Inc,Active,Single-Family Detached,Theodore,Mobile,AL,30.560881,-88.221644,SM-02,Central Mobile,95,36,31.0,27.0
BC38EA1D-8679-46BE-B5FF-26E64DA2CDBB,Grady Place,CJS Roth LLC | Meritage Homes | Mitchell Residential | Southwood Builders,Active,Single-Family Detached,Mobile,Mobile,AL,30.633244,-88.285326,SM-02,Central Mobile,78,57,7.0,0.0
E90B74C7-60D5-45CE-AA77-BD5F84EFEF33,Yellow River Plantation,Lennar Homes,Active,Single-Family Detached,Laurel Hill,Okaloosa,FL,30.837201,-86.557074,SM-16,Laurel Hill,205,180,47.0,25.0
277A5DD2-E77A-4979-A80F-E4BD6FF64DD0,Brentwood,DSLD Homes,Active,Single-Family Detached,Daphne,Baldwin,AL,30.675357,-87.813575,SM-12,Central Baldwin,109,31,27.0,37.0
F4CC7E6F-EF85-4F7A-B73F-840E29D77BC4,Lee Farm,Cassady Homes,Active,Single-Family Detached,Crestview,Okaloosa,FL,30.77201,-86.602834,SM-17,Crestview,99,2,0.0,0.0
A1078CCD-1EC6-4186-B7C3-EEC4C5003FA3,Ventura Manor,Holiday Builders ,Built Out,Single-Family Detached,Milton,Santa Rosa,FL,30.591474,-87.047311,SM-10,Milton,87,0,0.0,1.0
779C2665-4B03-4A93-B180-54494F29F3B5,Pamela Place,D.R. Horton Inc,Active,Single-Family Detached,Pensacola,Escambia,FL,30.507719,-87.358456,SM-11,Cantonment,20,20,0.0,0.0
4836B800-8A31-41F3-8E96-070A8E135FEB,Ashton View,Adams Homes,Active,Single-Family Detached,Crestview,Okaloosa,FL,30.815703,-86.495292,SM-17,Crestview,46,15,23.0,23.0
AA59C909-3E7C-4D4E-ACA6-71E9D51C54AF,Windmill Palms Estates,D.R. Horton Inc,Active,Single-Family Detached,Grand Bay,Mobile,AL,30.572212,-88.331604,SM-02,Central Mobile,20,15,8.0,5.0
78395BDD-8EDA-41FC-A41B-CC7FDF90A03D,Parkview,DSLD Homes,Active,Single-Family Detached,Silverhill,Baldwin,AL,30.5311,-87.761888,SM-12,Central Baldwin,134,76,39.0,35.0
8E2E4EA0-10D0-448F-96A7-BEAF3282337F,Sweetbay/Indigo Lakes,Harris Doyle Homes Inc - Clayton Properties Group Inc,Active,Single-Family Detached,Panama City,Bay,FL,30.206732,-85.687309,SM-28,Panama City,221,186,27.0,34.0
